Datetime,username,Text,language,coordinates
2019-12-30 22:42:51+00:00,DeHaaike,"Dit boek moet verplicht leesvoer zijn voor artsen, verpleegkundige etc, Beste @jwj_ingrid ongelofelijk bedankt voor je eerlijkheid. Als patiënt haal ik er kracht uit, en als verpleegkundige een wijze les. #Nursing #NursesWhoTweet @LUMC_Leiden  #healthcare #System https://t.co/TFgyRbAf8W",nl,"Coordinates(longitude=4.7288999, latitude=52.2782266)"
2019-12-29 09:56:51+00:00,laurarathbone,"@trentconsultant @SaltyEMNY @candid_kitten Then it sounds like it could b a vry important part of her history.Shes absolutely right 2 tell you if it is still part of her healthcare anxiety &amp; your job is not to make that worse, probably one of the hardest jobs of being a clinician. Making powerful positive experiences. 💜",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2019-12-29 07:33:54+00:00,martinoverbeeke,"Healthcare cost in the Netherlands remarkable lower then in the U.S. @nytimes In the U.S., an Angioplasty Costs $32,000. Elsewhere? Maybe $6,400. https://t.co/bsn2LfjxcD",en,"Coordinates(longitude=5.2229238, latitude=52.2191567)"
2019-12-28 18:23:13+00:00,laurarathbone,I just learnt the meaning of sealioning...I think there are a lot of sea lions  in the healthcare world...,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2019-12-27 15:34:47+00:00,JarekFA,@Hawk_Engineer @jtLOL @ryanlcooper I think his terminal illness was to blame. You Americans are such suckers. You have the worst healthcare of the developed world and you fight like hell to keep it that way. I’ll enjoy my free in home doctor visits here in Holland while you go blame The Mexicans.,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2019-12-27 15:22:01+00:00,JarekFA,"@mtyworth @redsteeze I’m visiting family in Holland right now and peep this, my mother-in-laws government run healthcare includes paperwork/cost free home visits from doctors. It’s crazy how Americans tolerate their broken system. And then you have those who want it to stay awful. You’re all suckers!",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2019-12-16 17:17:45+00:00,martijnkriens,@kkanneff79 @Mensa142 @paulkrugman Per person healthcare costs in Canada is 2500 euro. USA is 7000 ...,en,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2019-12-03 21:28:47+00:00,MafvanUtreg,"@ioanmarcjones @DrRevo unbelievable  !

really fucking unbelievable, shame on you US

#healthcare for all",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2019-11-21 20:44:08+00:00,vincenthartman,"The downside of equality, good infrastructure, good education, healthcare, etc... is a very efficient and well organised taxman, but I am oh so happy to pay for it all! UK citizens deserve the same, although it will be alien to them and I don't see it happening anytime soon. https://t.co/92j9UxajTI",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2019-11-16 20:07:30+00:00,NBolikango,"globally, to enhance healthcare and reduce extreme poverty, to expand educational opportunities and access to information technology, and to fund scientific research and help altruistic people with research by providing facilities and training",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2019-11-15 19:10:36+00:00,voellig,@GemOfAmara @ilikemints is the Dutch healthcare system why we have Disney Plus,en,"Coordinates(longitude=5.08028918820744, latitude=52.0789478658417)"
2019-11-06 17:48:52+00:00,SiiloMessenger,Wim Brunninkhuis (GP &amp; driving force behind Sûnenz) sharing his own story working to #MoveKnowledgeNotPatients in Friesland and break down the silos in healthcare. https://t.co/rAFHrnfTbM,en,"Coordinates(longitude=5.2995283169363745, latitude=52.04810757364371)"
2019-11-04 21:27:59+00:00,laurarathbone,"@ClaireC_PT And now, I think I'm getting the beat healthcare I've had in a while. And I talk to my neighbours, who feel similar. The decisions about me are made with my whole life in the centre. But it felt weird and too intimate in the beginning. I wonder if this is something we could 3/",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2019-11-04 20:41:46+00:00,laurarathbone,"@ClaireC_PT And im thinking here for all appropriate healthcare assessments? Maybe we would have to become more joined up and collaborative to avoid it feeling like london Waterloo in someones house,but, as a thought experiment, I think it fits the move towards more embodied&amp;embedded care?",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2019-11-04 18:07:32+00:00,laurarathbone,"@Tim_v_d_Stam Good point! Moving clinic appointments into the clinic was a way of managing the exploding demand as healthcare nationalised perhaps and accessibility increased,but we lost so much in that choice. Perhaps a more ecological approach to therapy, atleast, would lead to gains? 🙂",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2019-11-03 09:30:06+00:00,ethelmurmanknee,@ChrisTheLewis I’m taxed at 52% here and pay for my healthcare got no issue with it  🇳🇱,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2019-10-28 13:52:13+00:00,Antonie19031966,Don’t expect lots of modern western hospital time. Use ancient local knowledge to the max and create mostly primary healthcare use @MedvedevRussiaE @saadhariri @sminaev2015 use like catholic tradition herbs for tea to fine tune,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
