Datetime,username,Text,language,coordinates
2020-12-30 09:04:53+00:00,robertannaines,"@Internazionale Io sono stata introdotta nel mondo dei supereroi dai miei bambini e, devo dire, mi sto appassionando. Il nostro eroe preferito è in assoluto Spiderman. Questo pezzo è un motivo in più per vedere presto anche Doctor Strange. Grazie!",it,"Coordinates(longitude=5.1021407, latitude=52.1776298)"
2020-12-29 17:37:15+00:00,Raymond_loopt,"Yeah 
#590 witch doctor van de Staat
Met doventolk:))",nl,"Coordinates(longitude=5.0397781, latitude=51.933408)"
2020-12-24 00:55:21+00:00,Tommie63685563,@DrStevenGreer Hello doctor greer what make you think all aliens are peacefull I think you make a big mistake ..,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-12-14 23:32:54+00:00,voellig,@jake_poops @bread_horn sold you can use my doctor card,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-12-13 10:56:14+00:00,maliannejadi,"So, actually they are the fake doctors 🤭 https://t.co/YcWfCmlh9i",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-11-07 12:45:51+00:00,claymantweets,@Jonathan_Witt As a medical doctor you’re happy describing the Novel Coronavirus a “mostly harmless flu virus” ? Serious question,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-11-06 15:04:37+00:00,RoarandClank,@ironstrangers Yes doctor 🤪,en,"Coordinates(longitude=5.2432057, latitude=52.1103985)"
2020-11-06 09:21:46+00:00,Paardenmarkt1,@wierdduk @locuta Mijn broer heeft een blokje Lego in zijn neur die we er door de dokter uit moeten laten halen. Hij is 43 en Doctor honoris causa voor zijn werk in de Kunstmatige Intelligentie en hij is professor in de Biomedische Wetenschappen....,nl,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2020-11-02 07:28:48+00:00,RoarandClank,"I read my hospital letter in preparation to call for a proper uh, kneeleg doctor for my healing process and I have to snicker at the fact they felt to write down that;

Mrs Veens is an alert and adequate woman 

🤣🤣",en,"Coordinates(longitude=5.2432057, latitude=52.1103985)"
2020-10-21 07:48:06+00:00,SchipTimmer,"@Skade_14 Hehe dw been going to the doctor for years, also for other things",en,"Coordinates(longitude=5.0397781, latitude=51.933408)"
2020-10-06 10:20:31+00:00,voellig,@themardia It’s very cute! She convinced the doctor to get an Instagram,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-09-28 19:17:13+00:00,i_amwaleed,All because of Spanish doctors https://t.co/i1uFMJXbe0,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
