Datetime,username,Text,language,coordinates
2018-12-29 15:12:44+00:00,christabelaroo,@daily_politics @BBCNews how about you ask 100 hospital visitors arriving by car to 100 different UK hospitals how much it would cost them to make the same journey by public transport? I bet most of them are more expensive than the parking charge.,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2018-12-26 10:09:12+00:00,MatchWornShirt,"The proceeds of the @fcutrecht match worn shirt auction will be donated to the @HetWKZ Children’s Hospital where the 32nd FC Utrecht Skybox will be realised! 👏🏻 

Find out more on https://t.co/T7dIDmkWoJ 📰

Want to contribute your share? Go to https://t.co/ZY5RNBCKZJ! 🤳🏼 https://t.co/dFza3O3p3b",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2018-12-25 16:37:46+00:00,Cledesoul,Ready to sing for the kids here at the hospital! #prinsesmaximacentrum #christmas #singing #kids @ Prinses Máxima Centrum voor kinderoncologie https://t.co/iMP31XvehI,nl,"Coordinates(longitude=5.18096406, latitude=52.08921854)"
2018-12-25 11:09:35+00:00,MatchWornShirt,"🙌🏻❤️ Buy a match worn @fcutrecht shirt and support the brand new ‘skybox’ in @HetWKZ Children’s Hospital! 

Get involved at https://t.co/ZY5RNBCKZJ. 

#FCUtrecht #WKZ #MatchWornShirt https://t.co/O1BpMImau6",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2018-12-23 10:58:34+00:00,MatchWornShirt,"Seeing @Bergstrom_Emil selling @MarkvdMaarel shirt is pure class! 😉👏

Get your @fcutrecht shirt at kick off on https://t.co/ZY5RNBCKZJ ! 👀👈

The proceeds of the auction will be used to build a 'skybox' in @HetWKZ Children's Hospital. 🙌❤️

#UTRaja #WKZ #MatchWornShirt https://t.co/uc1ePtFHih",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2018-12-19 20:00:33+00:00,JonErik73,"Een toast op de goede afloop! 
It’s alright, sleeping in my own bed tonight!
#hospital #health #son
terwijdebier #terwijde #leidscherijn #utrecht @ Utrecht https://t.co/vtSBXBwXWA",nl,"Coordinates(longitude=5.1068, latitude=52.0874)"
2018-12-17 09:30:06+00:00,buffiduberman,I was in the hospital all morning. I don't care how long the lines are or how bad the coffee is. I'm just grateful I have access to a good hospital and can afford health care. Millions do not. Keep that in mind the next time you're in the hospital. Fijne dag Tweethearts! X https://t.co/z5FjyMB2jr,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2018-12-14 06:55:07+00:00,lillyspickup,&lt;from Lilly’s mum&gt; dear Lilly has had an accident and cannot stand on her ankle- she is having X-rays at hospital today. She is sad not to do #schoolstrike. @CZappoz hero of the day will strike for Lilly https://t.co/7j8aW1y5wY,en,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2018-11-01 10:39:36+00:00,meera_agar,Need to ensure include hospital and community events in cohort - risks and outcomes can be different #EDA2018,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2018-10-12 08:27:20+00:00,AtieSchip,#ANBO #Zorgvisie @sophiaderooij Hospital at home. Met kwetsbare patiënten die op de SEH komen wordt bekeken of ze thuis behandeld kunnen worden. Prachtige oplossing voor mensen met dementie. Voorkomt functieverlies en en verlaagt risico op verpleeghuis opname.,nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2018-10-02 15:34:00+00:00,TuniNed,Hospitals are so dirty smh https://t.co/S2vQsaHKJY,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2018-08-26 13:04:40+00:00,reikilaren,"Nieuwe bestelling 🤗Gratis verzending handgemaakt armbandjes 5€ ( half of u paid, going to Caretta caretta hospital in Iztuzu beach) #armband #armbandjes #knop #rood #red #button #sieraden… https://t.co/2uHGvuRHSl",en,"Coordinates(longitude=5.24061, latitude=52.24972)"
2018-08-23 13:32:52+00:00,reikilaren,"Nieuwe bestelling 🤗Gratis verzending handgemaakt armbandjes 5€ ( half of u paid, going to Caretta caretta hospital in Iztuzu beach) #armband #armbandjes #knop #rood #red #button #sieraden… https://t.co/Ek6D75mkyP",en,"Coordinates(longitude=5.22468107, latitude=52.25588578)"
